Title,Rating,Link,Description,Cast,Directors,Producers,Genres,Themes
The Web,4.21,https://letterboxd.com/film/the-web-2013/,"Microsoft Founder Bill Gates has implanted computer chips into asteroids in a diabolical scheme, and one hacker must stop him.","['Ronnie Rodriguez', 'Nathan Fielder', 'John Kim', 'Jessee Foudray', 'William Heath', 'Karter Kaplan', 'William Wang', 'Dan Braun', 'Monique Patrice', 'Fernando Huerta', 'Gabrielle Gold', 'Jason Talmadge', 'Michael Lee', 'Richard Brynan', 'Mario Melgar', 'Michael Peeples', 'Ray Barnes', 'Heather Geisler', 'Michael Andolini', 'Sheila Jordan', 'Erika Perez', 'Carol Brown', 'John Roberson', 'Ben Anderson', 'Scott Matthews', 'Jennifer Morrison', 'Alphonso Muños', 'Shelly Hu', 'Santiago Rocas', 'Show All…', 'Rick Adler', 'Daniel Orton', 'Mike Coleman', 'Shin Xi', 'Vincent Orteg', 'Timothy Hazel', 'Marcia Oden', 'Diana Gonzalez', 'Eric Smith', 'Michael Forsythe', 'Annie Blomquist', 'Mark Schafer', 'Greg Foreman', 'Heather Smith', 'Andy Bogen', 'Luis Rivera', 'Hanna Albright', ""Carlee O'Donnell"", 'Max Berman', 'Ronald White', 'Haru Sato', 'Ryan Loos', 'Michael Grady']",['Nathan Fielder'],['Nathan Fielder'],"['Romance', 'Comedy', 'Science Fiction', 'Drama']",[]
The Young and the Damned,4.21,https://letterboxd.com/film/the-young-and-the-damned/,"A group of juvenile delinquents live a violent life in the infamous slums of Mexico City; among them Pedro, whose morality is gradually corrupted and destroyed by the others.","['Estela Inda', 'Miguel Inclán', 'Alfonso Mejía', 'Roberto Cobo', 'Alma Delia Fuentes', 'Francisco Jambrina', 'Jesús García Navarro', 'Efraín Arauz', 'Sergio Virel', 'Jorge Pérez', 'Javier Amézcua', 'Mario Ramírez', 'Ernesto Alonso']",['Luis Buñuel'],['Óscar Dancigers'],"['Crime', 'Drama']","['Intense violence and sexual transgression', 'Gripping, intense violent crime', 'Fascinating, emotional stories and documentaries', 'Violent crime and drugs', 'Emotional and touching family dramas', 'Challenging or sexual themes & twists']"
Good Omens,4.21,https://letterboxd.com/film/good-omens/,"Aziraphale, an angel, and Crowley, a demon, join forces in order to prevent Armageddon. They attempt to raise the Antichrist in a balanced and human way, but are they focusing their efforts in the right direction?","['Michael Sheen', 'David Tennant', 'Miranda Richardson', 'Nina Sosanya']",['Douglas Mackinnon'],"['Sarah-Kate Fenelon', 'Loucas George']","['Drama', 'Comedy']","['Crude humor and satire', 'Relationship comedy', 'Faith and religion', 'Amusing jokes and witty satire', 'Laugh-out-loud relationship entanglements', 'Gags, jokes, and slapstick humor', 'Quirky and endearing relationships', 'Charming romances and delightful chemistry']"
I Swear,4.21,https://letterboxd.com/film/i-swear/,"Inspired by the life of John Davidson, charting his journey from a misunderstood teenager in 1980's Britain to a present day advocate for the understanding and acceptance of Tourette Syndrome. Diagnosed aged fifteen, John navigates his way against the odds through troubled teenage years and into adulthood, finding inspiration in the kindness of others to discover his true purpose in life.","['Robert Aramayo', 'Maxine Peake', 'Shirley Henderson', 'Peter Mullan', 'Scott Ellis Watson', 'Sanjeev Kohli', 'Ron Donachie', 'Steven Cree', 'Paul Donnelly', 'Douglas Rankine', 'Adam McNamara', 'David Carlyle', 'Anthony Capaldi', 'Andrea Bisset', 'Francesco Piacentini-Smith', 'Louise Stewart', 'Leah MacRae', 'Christina Modestou', 'Catriona McArthur', 'Isla Mercer', 'Jamie McAllister', 'Jamie Marie Leary', 'Amber Sylvia Edwards', 'Paul Cassidy', 'Gary French', 'Thierry Mabonga', 'Gordon Peaston', 'Ruth Milne', 'Carolina Valdés', 'Show All…', 'Emma Hartley-Miller', 'Greg Storey', 'Paul Stevenson', 'Chris Dixon', 'Andrew McPhail', 'Malcolm McFadyen', 'Christina Ashford', 'Donald Morrison', 'Gordon Morris', 'Jason Alan Staines', 'Cerys Tinney', 'Paddy Towers', 'Kendal Sheridan McKinlay', 'Ellie Macdowall', 'Michael Dylan', 'Calum Cormack', 'Michael Cooke', 'Johnny Milne', 'Alan Morton', 'Frankie Morton', 'Karen Barke', 'Johnny Austin', 'Simon Charnley', 'Ross Mann', 'Connor Parkin']",['Kirk Jones'],"['Kirk Jones', 'Piers Tempest', 'Georgia Bayliff']","['Drama', 'History']","['Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Emotional and touching family dramas', 'Quirky and endearing relationships', 'Touching and sentimental family stories', 'Student coming-of-age challenges']"
Manoel’s Destinies,4.21,https://letterboxd.com/film/manoels-destinies/,"When the child Manuel wanders into a garden that is off-limits to him, he meets an unidentified fisherman, and another boy -- the boy is actually himself several years down the road. Manuel experiences three different versions of his encounters in the garden, revealing that fate can have several twists and turns in one's life, depending on decisions that are made early on.","['Ruben de Freitas', 'Teresa Madruga', 'Fernando Heitor', 'Marco Paulo de Freitas', 'Diogo Dória', 'Cecília Guimarães', 'Vasco Pimentel', 'José de Freitas', 'Aurélie Chazelle', 'Miguel Silva', 'Pedro M. Ruivo', 'Pedro Fernandes', 'Clara Rolim', 'Luis Gaspar da Silva', 'Tony Jessen', 'Vasco Sequeira', 'Armanda Bacelar', 'Rafael de Sousa', 'José Antônio Gomes', 'Isabel Branco']",['Raúl Ruiz'],"['Paulo Branco', 'António Vaz da Silva', 'Arthur Neves']","['Adventure', 'Fantasy']","['Intense violence and sexual transgression', 'Surreal and thought-provoking visions of life and death', 'Dreamlike, quirky, and surreal storytelling', 'Fairy-tale fantasy and enchanted magic', 'Terrifying, haunted, and supernatural horror']"
Ryuichi Sakamoto: Opus,4.21,https://letterboxd.com/film/ryuichi-sakamoto-opus/,"""Ars longa, vita brevis"" – art is long, life is short. This is one of Japanese music icon Ryuichi Sakamoto's favorite quotes, and the message that he leaves for viewers at the end of his final concert film, shot before he succumbed to cancer in March 2023. Consisting of only Sakamoto and his piano, Opus features the final live performances of 20 songs that Sakamoto meticulously curated to encapsulate his distinguished 40-year career.",['Ryuichi Sakamoto'],['Neo Sora'],"['Albert Tholen', 'Norika Sky-Sora', 'Eric Nyari', 'Aiko Masubuchi']","['Documentary', 'Music']",[]
Flee,4.21,https://letterboxd.com/film/flee-2021/,"Recounted mostly through animation to protect his identity, Amin looks back over his past as a child refugee from Afghanistan as he grapples with a secret he’s kept hidden for 20 years.","['Amin Nawabi', 'Daniel Karimyar', 'Fardin Mijdzadeh', 'Milad Eskandari', 'Belal Faiz', 'Elaha Faiz', 'Zahra Mehrwarz', 'Sadia Faiz', 'Georg Jagunov', 'Rashid Aitouganov', 'Navid Nazir', 'Hafiz Højmark', 'Denis Rivin', 'Vadim Nedaskovskij', 'Viktor Melnikov', 'Mikhail Belinson', 'Ditte Graa Wulff', 'Bo Asdal Andersen', 'The Dungeon Master', 'Behrouz Bigdeli', 'Christian Torp Carlsen', 'Gustaf Georg Lindström', 'Tormod Ringnes', 'Susanna Azevedo', 'Mauricio González-Aranda']",['Jonas Poher Rasmussen'],"['Alex Szalat', 'Charlotte de la Gournerie', 'Signe Byrge Sørensen', 'Mathieu Courtois', 'Maria Ekerhovd', 'Jean-François Le Corre', 'Charlotte Most', 'Monica Hellström']","['Documentary', 'Animation']","['Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Heartbreaking and moving family drama', 'Emotional LGBTQ relationships', 'Tragic sadness and captivating beauty', 'Powerful poetic and passionate drama']"
Mare of Easttown,4.21,https://letterboxd.com/film/mare-of-easttown/,A detective in a small Pennsylvania town investigates a local murder while trying to keep her life from falling apart.,"['Kate Winslet', 'Jean Smart', 'Julianne Nicholson', 'Angourie Rice', 'Evan Peters', 'Sosie Bacon', 'David Denman', 'Neal Huff', 'James McArdle', 'Guy Pearce', 'Cailee Spaeny', 'John Douglas Thompson', 'Joe Tippett']",['Craig Zobel'],"['Karen Wacker', 'Pam Fitzgerald', 'John T. McCracken', 'Nicole Jordan-Webber']","['Drama', 'Mystery', 'Crime']","['Thrillers and murder mysteries', 'Moving relationship stories', 'Crime, drugs and gangsters', 'Suspenseful crime thrillers', 'Intriguing and suspenseful murder mysteries', 'Gripping, intense violent crime', 'Noir and dark crime dramas', 'Enduring stories of family and marital drama']"
The Freddie Mercury Tribute Concert,4.21,https://letterboxd.com/film/the-freddie-mercury-tribute-concert/,"A live concert in tribute to Freddie Mercury, former lead singer of Queen. Mercury died of AIDS and so some of the proceeds of this concert went to AIDS research. Features performers such as Metallica, Def Leppard, Elton John, Axl Rose, Extreme, George Michael, and many others. Performers alternate between doing their own hits, covering Queen songs, or jamming with the surviving members of Queen.","['Brian May', 'Roger Taylor', 'John Deacon', 'Freddie Mercury', 'David Bowie', 'Rick Allen', 'James Hetfield', 'Annie Lennox', 'Joe Elliott', 'Gary Cherone', 'Axl Rose', 'Slash', 'Bob Geldof', 'Elizabeth Taylor', 'Roger Daltrey', 'Zucchero', 'Robert Plant', 'Paul Young', 'Seal', 'Lisa Stansfield', 'Ian Hunter', 'George Michael', 'Mick Ronson', 'Liza Minnelli', 'Elton John']",['David Mallet'],['Ray Burdis'],"['Music', 'Documentary']",[]
The House in the Woods,4.21,https://letterboxd.com/film/the-house-in-the-woods-1971/,"During World War One, in a small rural French village far away from the front, a gamekeeper and his wife take in children displaced by the war.","['Pierre Doris', 'Jacqueline Dufranne', 'Agathe Natanson', 'Fernand Gravey', 'Alexandre Rignault', 'Hervé Lévy', 'Albert Martinez', 'Marie-Christine Boulard', 'Philippe André', 'Charles Mallone', 'Eliette Demay', 'Brigitte Perrier', 'Pascal Mandon', 'Maurice Pialat', 'Jean Mauvais', 'Michel Tugot-Doris', 'Micha Bayard', 'Ovila Légaré', 'Henri Puff', 'Paul Crauchet', 'Michel Terrazon', 'Albert Michel', 'Dominique Maurin', 'Juliette Mills', 'Barbara Laage']",['Maurice Pialat'],['Pierre Long'],['Drama'],[]
Decalogue X,4.21,https://letterboxd.com/film/decalogue-x/,"Jerzy and Artur’s father dies, leaving behind a valuable stamp collection, which, they discover, is coveted by dealers of varying degrees of shadiness. The more involved the brothers get in their father’s world, the more dire and comical their situation becomes.","['Jerzy Stuhr', 'Zbigniew Zamachowski', 'Henryk Bista', 'Olaf Lubaszenko', 'Maciej Stuhr', 'Jerzy Turek', 'Anna Gornostaj', 'Henryk Majcherek', 'Elżbieta Panas', 'Daniel Kozakiewicz', 'Grzegorz Warchoł', 'Cezary Harasimowicz']",['Krzysztof Kieślowski'],"['Krzysztof Piesiewicz', 'Krzysztof Kieślowski']","['Drama', 'Comedy', 'TV Movie']",[]
First Love,4.21,https://letterboxd.com/film/first-love-2022-1/,"Young, free and madly in love. As teenagers, the world was their oyster—but, as adults, their lives seem dimmer, like a very important piece is missing.","['Hikari Mitsushima', 'Takeru Satoh', 'Rikako Yagi', 'Taisei Kido', 'Kaho', 'Minami', 'Akiyoshi Nakao', 'Towa Araki', 'Aoi Yamada', 'Gaku Hamada', 'Osamu Mukai', 'Kyoko Koizumi']",['Yuri Kanchiku'],['Kasumi Yao'],['Drama'],"['Moving relationship stories', 'Touching and sentimental family stories', 'Captivating relationships and charming romance', 'Emotional and captivating fantasy storytelling', 'Charming romances and delightful chemistry']"
Britney Spears: Live from Las Vegas,4.21,https://letterboxd.com/film/britney-spears-live-from-las-vegas/,"Have you ever had a dream that felt so real, you couldn't tell the difference between the real world and the dream world? On November 18, 2001, the world's biggest star, Britney Spears, brought her ""Dream Within a Dream"" Tour to the MGM Grand Garden Arena in legendary Las Vegas. Watch this defining concert, witnessed by millions of fans, as it was broadcast live on HBO.","['Britney Spears', 'Jon Voight', 'Brian Friedman', 'Aminah Abdul-Jillil', 'Nanci Anderson', 'Andre Fuentes', 'Brooke Lipton', 'Leo Moctezuma', 'Gabriel Page', 'Angela Randle Elgani', 'Jesse Santos']",['Marty Callner'],['Kevin Tancharoen'],"['Documentary', 'Music']",[]
The Paley Center Salutes The Good Place,4.21,https://letterboxd.com/film/the-paley-center-salutes-the-good-place/,"In anticipation and celebration of the fourth and final season of NBC’s critically applauded and Emmy Award-nominated comedy, the network and The Paley Center for Media are collaborating on the hourlong special The Paley Center Salutes The Good Place on NBC on Thursday, Sept. 19 at 9:00 pm ET/PT. Comprised of the best moments, hilarity, and wit from the show’s first three seasons, The Paley Center Salutes The Good Place will feature interviews with the show’s stars—Ted Danson, Kristen Bell, William Jackson Harper, Manny Jacinto, and D’Arcy Carden—as well as with creator Michael Schur. In addition, the show will offer rarely seen behind-the-scenes footage.","['Ted Danson', 'Kristen Bell', 'William Jackson Harper', 'Jameela Jamil', 'Manny Jacinto', ""D'Arcy Carden"", 'Michael Schur']",[],[],['Documentary'],[]
Fireworks,4.21,https://letterboxd.com/film/fireworks-1997/,"Beleaguered police detective Nishi takes desperate measures to try and set things right in a world gone wrong. With his wife suffering from leukemia and his business partner paralyzed from a brutal gangster attack, Nishi borrows from a yakuza loan shark and then robs a bank to clear his debt.","['Takeshi Kitano', 'Kayoko Kishimoto', 'Ren Osugi', 'Susumu Terajima', 'Tetsu Watanabe', 'Hakuryu', 'Yasuei Yakushiji', 'Tarô Itsumi', 'Kenichi Yajima', 'Makoto Ashikawa', 'Yuko Daike', 'Tsumami Edamame', 'Yûrei Yanagi', 'Sujitarô Tamabukuro', 'Motoharu Tamura', 'Hitoshi Nishizawa', 'Hiromi Kikai', 'Shoko Kitano', 'Yoshiyuki Morishita', 'Junichiro Asano', 'Kazuhiro Osada', 'Manzo Shinra', 'Tetsu Sakuma', 'Riba Matsumi', 'Miki Fujitani', 'Keiko Yamamoto', 'Kiyoko Kitazawa', 'Ai Kishina', 'Banri Nakamura', 'Show All…', 'Masahiro Naya', 'Takayuki Konishi', 'Yûzô Yada', 'Kanji Tsuda', 'Yôichi Nagai', 'Kôsuke Ôta', 'Muhômatsu', 'Omiya no Matsu', 'Shiyô Kosuga', 'Gambino Kobayashi', 'Al Kitago', 'Yûji Aikawa', 'Hiroshi Umeda', 'Kenji Yamagami', 'Tomoya Naitô', 'Katsuya Takamatsu', 'Yasufumi Sakamaki', 'Atsushi Ito', 'Mitsuyo Ishigaki', 'Ayako Masuya', 'Sumiko Takai', 'Mariko Chiba', 'Miho Kitahara', 'Yoshiko Andô', 'Kaoru Sugiyama', 'Kikuo Itô', 'Shûji Ôtsuki', 'Hidetoshi Kawaya', 'Koichiro Hama', 'Masaru Takahashi', 'Ritsuyo Ono', 'Yôko Imamoto', 'Kiyoko Negishi', 'Saki Kaneko', 'Kaoru Tomoe', 'Ayu Nakagawa', 'Maiko Watanabe', 'Kazue Fujita', 'Yuki Iida', 'Rieko Motohashi', 'Ryôta Koyama', 'Takao Toji', 'Matsumi Fuku', 'Tokio Seki']",['Takeshi Kitano'],"['Yasushi Tsuge', 'Takio Yoshida', 'Masayuki Mori', 'Hiroshi Ishikawa']","['Drama', 'Crime']","['Crime, drugs and gangsters', 'Humanity and the world around us', 'Moving relationship stories', 'Powerful stories of heartbreak and suffering', 'Surreal and thought-provoking visions of life and death', 'Violent action, guns, and crime', 'Heists and thrilling action', 'Tragic sadness and captivating beauty']"
Unbelievable,4.21,https://letterboxd.com/film/unbelievable-2019/,"A teenager is charged with lying about her rape allegation, but two determined investigative female detectives discover a far more sinister truth.","['Kaitlyn Dever', 'Toni Collette', 'Merritt Wever']","['Lisa Cholodenko', 'Michael Dinner', 'Susannah Grant']","['T. Christian Miller', 'John E. Vohlers', 'Ken Armstrong', 'Chris Leanza', 'Katie DiMento', 'Anne M. Uemura', 'Daniel Rodriguez']","['Drama', 'Crime']","['Moving relationship stories', 'Suspenseful crime thrillers', 'Gripping, intense violent crime', 'Violent crime and drugs', 'Powerful stories of heartbreak and suffering', 'Intriguing and suspenseful murder mysteries']"
Dancer in the Dark,4.21,https://letterboxd.com/film/dancer-in-the-dark/,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, dreaming up little numbers to the rhythmic beats of her surroundings.","['Björk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare', 'Joel Grey', 'Cara Seymour', 'Vladica Kostic', 'Jean-Marc Barr', 'Vincent Paterson', 'Siobhan Fallon Hogan', 'Zeljko Ivanek', 'Udo Kier', 'Jens Albinus', 'Reathel Bean', 'Mette Berggreen', 'Lars Michael Dinesen', 'Katrine Falkenberg', 'Michael Flessas', 'John Randolph Jones', 'Noah Lazarus', 'Sheldon Litt', 'Andrew Lucre', 'John Martinus', 'Luke Reilly', 'T.J. Rizzo', 'Stellan Skarsgård', 'Sean-Michael Smith', 'Paprika Steen', 'Eric Voge', 'Show All…', 'Nick Wolf', 'Timm Zimmermann', 'Al Agami', 'Alex Mouro', 'Alexander Arli', 'Allan Gyldenkærne', 'Ami Eklöf-Annell', 'Ana Christine Broström', 'Anders Tärneberg', 'Anders Thorhauge', 'Anders-Peter Torsleff Hansen', 'Ann Crosset', 'Anna David', 'Anna Norberg', 'Anna Rosenberg', 'Annette Lindholm', 'Anthony Ajoise Olufemi Jacob', 'Birgitte Skands', 'Bjorn Ahlander', 'Bo Westerholm', 'Bobo Eriksson', 'Britt Bendixen', 'Carl Johan De Neergaard', 'Carol Linda Nielsen', 'Claus Berenhard', 'Cristian Valle', 'Diana G.L. Watson', 'Ed Hickok', 'Edvin Karsson', 'Eli Stalhand', 'Elin Johansson', 'Emilie Bendz', 'Erik Dammann', 'Erik Drugge', 'Fredrik Börgesson', 'Frederik Mondrup', 'Marianne Bengtsson', 'Karoliina Heiskanen', 'Troels Asmussen', 'Caroline Sascha Cogez']",['Lars von Trier'],"['Vibeke Windeløv', 'Leo Pescarolo', 'Tero Kaukomaa', 'Mogens Glad', 'Torleif Hauge', 'Fridrik Thor Fridriksson', 'Els Vandevorst', 'Anja Grafers', 'Poul Erik Lindeborg', 'Finn Gjerdrum']","['Drama', 'Crime']","['Song and dance', 'Moving relationship stories', 'Humanity and the world around us', 'Powerful stories of heartbreak and suffering', 'Touching and sentimental family stories', 'Dazzling vocal performances and musicals', 'Emotional life of renowned artists', 'Surreal and thought-provoking visions of life and death']"
